L0 = 21.5;d = 2.2;Polymer 12 cpb
 ;TEMP:;T:20.4 /0.0 B:0.0 /0.0 T0:20.4 /0.0 @:0 B
 ;TEMP:;T:20.4 /0.0 B:0.0 /0.0 T0:20.4 /0.0 @:0 B
399;09:59:21;3,5;0,0
540;09:59:21;0,6;0,0
13119515;09:59:22;-1,4;0,0
18920000;09:59:23;-1,6;0,0
1461;09:59:24;-0,6;0,0
1278;09:59:25;-0,1;0,0
23389902;09:59:26;1,3;0,0
9186591;09:59:27;-1,9;0,57
23124446;09:59:28;-0,5;1,42
6536000;09:59:28;-1,0;2,09
1461;09:59:29;0,0;2,77
28640704;09:59:30;2,5;3,61
