L0 = ;d = ;Polymer 
 ; ;TEMP:;ok T:19.2 /0.0 B:0.0 /0.0 T0:19.2 /0.0 @:0 B
 ; ;TEMP:;ok T:19.2 /0.0 B:0.0 /0.0 T0:19.2 /0.0 @:0 B
586;14:20:16;4,6;0
 ; ;TEMP:;ok T:19.3 /0.0 B:0.0 /0.0 T0:19.3 /0.0 @:0 B
582;14:20:17;2,4;0,0
