L0 = ;d = ;Polymer 
 ; ;TEMP:;ok T:18.7 /0.0 B:0.0 /0.0 T0:18.7 /0.0 @:0 B
 ; ;TEMP:;ok T:18.6 /0.0 B:0.0 /0.0 T0:18.6 /0.0 @:0 B
3657;04:12:53;7,0;0,0
3672;04:12:54;7,8;0,0
3682;04:12:55;6,0;0,0
3672;04:12:55;6,6;0,0
3690;04:12:56;5,0;0,0
3664;04:12:57;7,4;0,0
3690;04:12:58;7,8;0,0
3664;04:12:59;5,4;0,0
3653;04:13:00;8,2;0,0
