L0 = ;d = ;Polymer 
 ; ;TEMP:;ok T:19.0 /0.0 B:0.0 /0.0 T0:19.0 /0.0 @:0 B
 ; ;TEMP:;ok T:19.1 /0.0 B:0.0 /0.0 T0:19.1 /0.0 @:0 B
597;14:06:18;5,8;0,0
